ConcreteCompressiveStrength,Cement, BlastFurnaceSlag, FlyAsh, Water, Superplasticizer, CoarseAggregate, FineAggregate, Age
44.389999,313,145,0,178,8,867,824,28
69.660004,540,0,0,173,0,1125,613,90
31.27,182,45.200001,122,170.199997,8.2,1059.400024,780.700012,28
32.66,251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,28
22.49,381.399994,0,0,185.699997,0,1104.599976,784.299988,28
44.209999,251.399994,0,118.300003,188.5,6.4,1028.400024,757.700012,100
71.699997,439,177,0,186,11.1,884.900024,707.900024,56
53.299999,380,0,0,228,0,932,670,270
16.110001,288,192,0,192,0,932,717.799988,3
39.59,238.100006,0,94.099998,186.699997,7,949.900024,847,56
36.25,237.5,237.5,0,228,0,932,594,180
40.290001,424,22,132,168,8.9,822,750,7
39.16,178,129.800003,118.599998,179.899994,3.6,1007.299988,746.799988,28
34.669998,290.399994,0,96.199997,168.100006,9.4,961.200012,865,14
37.419998,382,0,0,185,0,1047,739,28
8.49,250,0,95.699997,191.800003,5.3,948.900024,857.200012,3
46.799999,425,106.300003,0,151.399994,18.6,936,803.700012,7
24.85,190.300003,0,125.199997,166.600006,9.9,1079,798.900024,28
10.34,238.100006,0,0,185.699997,0,1118.800049,789.299988,7
22.950001,295.700012,0,95.599998,171.5,8.9,955.099976,859.200012,3
15.03,212,141.300003,0,203.5,0,973.400024,750,7
23.799999,275.100006,0,121.400002,159.5,9.9,1053.599976,777.5,3
57.209999,321,164,0,190,5,870,774,28
33.400002,425,106.300003,0,153.5,16.5,852.099976,887.099976,3
42.029999,249.100006,0,98.800003,158.100006,12.8,987.799988,889,56
61.459999,387,20,94,157,11.6,938,845,56
25.42,239.600006,359.399994,0,185.699997,0,941.599976,664.299988,7
40.93,284,120,0,168,7,970,794,28
21.950001,236,0,0,194,0,968,885,90
35.299999,362.600006,189,0,164.899994,11.6,944.700012,755.799988,3
37.34,194.699997,0,100.5,165.600006,7.5,1006.400024,905.900024,100
27.68,159,149,116,175,15,953,720,28
39.380001,331,0,0,192,0,1025,821,120
56.610001,331,170,0,195,8,811,802,28
18.030001,164.600006,0,150.399994,181.600006,11.7,1023.299988,728.900024,28
45.709999,213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,28
15.57,151,0,184,167,12,991,772,28
40.060001,318,0,126,210,6,861,737,28
39.360001,139.600006,209.399994,0,192,0,1047,806.900024,90
30.120001,304.799988,0,99.599998,196,9.8,959.400024,705.200012,28
34.900002,388.600006,97.099998,0,157.899994,12.1,852.099976,925.700012,7
45.700001,375,93.800003,0,126.599998,23.4,852.099976,992.599976,7
18.02,214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,3
14.99,310,0,0,192,0,970,850,7
41.16,250,0,95.699997,191.800003,5.3,948.900024,857.200012,100
24.280001,173,116,0,192,0,946.799988,856.799988,28
41.540001,265,111,86,195,6,833,790,28
39.639999,250,0,95.699997,191.800003,5.3,948.900024,857.200012,56
65.699997,424,22,132,178,8.5,822,750,56
33.400002,252.100006,97.099998,75.599998,193.800003,8.3,835.5,821.400024,28
59.889999,337.899994,189,0,174.899994,9.5,944.700012,755.799988,56
40.150002,213.699997,0,174.699997,154.800003,10.2,1053.5,776.400024,28
24.58,149,153,194,192,8,935,623,28
19.200001,393,0,0,192,0,940.599976,785.599976,3
31.35,229.699997,0,118.199997,195.199997,6.1,1028.099976,757.599976,56
27.870001,133,200,0,192,0,927.400024,839.200012,28
51.259998,213.5,0,174.199997,159.199997,11.7,1043.599976,771.900024,56
44.700001,139.600006,209.399994,0,192,0,1047,806.900024,360
33.610001,349,0,0,192,0,1056,809,28
26.91,238.199997,158.800003,0,185.699997,0,1040.599976,734.299988,28
31.120001,168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,28
47.709999,277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,14
14.8,295,0,0,185,0,1069,769,7
43.700001,427.5,47.5,0,228,0,932,594,365
52.009998,446,24,79,162,11.6,967,712,7
21.059999,190.699997,0,125.400002,162.100006,7.8,1090,804,14
66.599998,313.299988,262.200012,0,175.5,8.6,1046.900024,611.799988,91
32.900002,167,75.400002,167,164,7.9,1007.299988,770.099976,14
62.049999,424,22,132,178,8.5,822,750,28
45.369999,251.800003,0,99.900002,146.100006,12.4,1006,899.799988,100
24.389999,480,0,0,192,0,936,721,3
4.57,102,153,0,192,0,887,942,3
15.52,148,0,182,181,15,839,884,28
28.629999,237,92,71,247,6,853,695,28
48.790001,393,0,0,192,0,940,758,90
54.279999,480,0,0,192,0,936,721,90
33.419998,304,140,0,214,6,895,722,28
26.139999,144,136,106,178,7,941,774,28
22.75,387,20,94,157,14.3,938,845,3
41.049999,349,0,0,192,0,1047,806,180
41.240002,331,0,0,192,0,978,825,360
56.5,379.5,151.199997,0,153.899994,15.9,1134.300049,605,91
37.810001,210.699997,316.100006,0,185.699997,0,977,689.299988,28
26.969999,136,196,98,199,6,847,783,28
13.2,145,0,134,181,11,979,812,28
36.299999,376,0,0,214.600006,0,1003.5,762.400024,56
26.860001,152.600006,238.699997,0,200,6.3,1001.799988,683.900024,28
